filename,codec,bitrate,preset,keyint
Animation_720P-0116_crf_10_ss_00_t_20.0,libx264,2000k,medium,30
Animation_360P-5de0_crf_10_ss_00_t_20.0,libx265,4000k,ultrafast,120
Animation_1080P-3dbf_crf_10_ss_00_t_20.0,libx265,4000k,medium,30
Animation_720P-7e7d_crf_10_ss_00_t_20.0,libx264,500k,ultrafast,30
Animation_720P-01b3_crf_10_ss_00_t_20.0,libx264,1000k,fast,120
Animation_720P-41d6_crf_10_ss_00_t_20.0,libx265,4000k,slow,60
Animation_360P-188f_crf_10_ss_00_t_20.0,libx264,1000k,medium,30
Animation_1080P-5dd8_crf_10_ss_00_t_20.0,libx265,2000k,fast,60
Animation_480P-6e23_crf_10_ss_00_t_20.0,libx264,4000k,veryslow,60
Animation_1080P-3d67_crf_10_ss_00_t_20.0,libx264,500k,medium,30
Animation_720P-3adc_crf_10_ss_00_t_20.0,libx265,2000k,ultrafast,30
Animation_1080P-21dd_crf_10_ss_00_t_20.0,libx265,1000k,fast,60
Animation_480P-791b_crf_10_ss_00_t_20.0,libx265,500k,medium,120
Animation_1080P-4ea8_crf_10_ss_00_t_20.0,libx265,4000k,veryslow,30
Animation_1080P-4ea8_crf_10_ss_00_t_20.0,libx265,500k,ultrafast,120
Animation_480P-08a5_crf_10_ss_00_t_20.0,libx265,2000k,veryslow,120
Animation_480P-4e36_crf_10_ss_00_t_20.0,libx264,500k,slow,30
Animation_480P-6e23_crf_10_ss_00_t_20.0,libx265,2000k,ultrafast,120
Animation_720P-7b29_crf_10_ss_00_t_20.0,libx264,4000k,fast,120
Animation_720P-7ff2_crf_10_ss_00_t_20.0,libx264,1000k,medium,120
Animation_480P-791b_crf_10_ss_00_t_20.0,libx264,500k,veryslow,120
Animation_480P-70d4_crf_10_ss_00_t_20.0,libx265,1000k,veryslow,30
Animation_480P-70d4_crf_10_ss_00_t_20.0,libx264,500k,medium,120
Animation_2160P-6f3b_crf_10_ss_00_t_20.0,libx264,1000k,medium,120
Animation_480P-3fdf_crf_10_ss_00_t_20.0,libx264,4000k,medium,30
Animation_480P-3fdf_crf_10_ss_00_t_20.0,libx265,2000k,slow,30
Animation_1080P-2fbe_crf_10_ss_00_t_20.0,libx265,4000k,slow,30
Animation_720P-431c_crf_10_ss_00_t_20.0,libx264,1000k,slow,30
Animation_2160P-41dc_crf_10_ss_00_t_20.0,libx265,4000k,fast,120
Animation_1080P-209f_crf_10_ss_00_t_20.0,libx264,4000k,fast,30
Animation_1080P-3dbf_crf_10_ss_00_t_20.0,libx264,2000k,veryslow,30
Animation_1080P-4be3_crf_10_ss_00_t_20.0,libx264,4000k,ultrafast,30
Animation_1080P-21dd_crf_10_ss_00_t_20.0,libx264,4000k,slow,120
Animation_1080P-5dd8_crf_10_ss_00_t_20.0,libx265,1000k,slow,60
Animation_480P-08a5_crf_10_ss_00_t_20.0,libx265,1000k,medium,60
Animation_480P-52af_crf_10_ss_00_t_20.0,libx264,4000k,veryslow,30
Animation_720P-6372_crf_10_ss_00_t_20.0,libx264,500k,veryslow,120
Animation_720P-1a6d_crf_10_ss_00_t_20.0,libx265,500k,ultrafast,120
Animation_1080P-646f_crf_10_ss_00_t_20.0,libx265,500k,ultrafast,60
Animation_1080P-3e01_crf_10_ss_00_t_20.0,libx264,1000k,medium,60
Animation_2160P-6f3b_crf_10_ss_00_t_20.0,libx264,4000k,fast,120
Animation_1080P-209f_crf_10_ss_00_t_20.0,libx265,2000k,ultrafast,60
Animation_1080P-4ea8_crf_10_ss_00_t_20.0,libx265,1000k,veryslow,60
Animation_2160P-41dc_crf_10_ss_00_t_20.0,libx264,4000k,slow,60
Animation_1080P-4214_crf_10_ss_00_t_20.0,libx264,1000k,ultrafast,60
Animation_720P-412a_crf_10_ss_00_t_20.0,libx265,4000k,medium,30
Animation_360P-5712_crf_10_ss_00_t_20.0,libx265,500k,veryslow,60
Animation_720P-3adc_crf_10_ss_00_t_20.0,libx265,2000k,veryslow,120
Animation_720P-431c_crf_10_ss_00_t_20.0,libx265,1000k,fast,60
Animation_360P-4edc_crf_10_ss_00_t_20.0,libx264,500k,medium,30
Animation_360P-08c9_crf_10_ss_00_t_20.0,libx264,2000k,fast,120
Animation_360P-631c_crf_10_ss_00_t_20.0,libx264,1000k,fast,30
Animation_360P-69e0_crf_10_ss_00_t_20.0,libx265,4000k,medium,30
Animation_480P-52af_crf_10_ss_00_t_20.0,libx264,4000k,veryslow,120
Animation_1080P-209f_crf_10_ss_00_t_20.0,libx265,4000k,ultrafast,60
Animation_360P-188f_crf_10_ss_00_t_20.0,libx264,4000k,medium,60
Animation_480P-4b86_crf_10_ss_00_t_20.0,libx264,2000k,fast,30
Animation_720P-7e7d_crf_10_ss_00_t_20.0,libx264,2000k,slow,30
Animation_480P-087e_crf_10_ss_00_t_20.0,libx264,1000k,veryslow,120
Animation_1080P-21dd_crf_10_ss_00_t_20.0,libx264,500k,slow,120
Animation_360P-3e40_crf_10_ss_00_t_20.0,libx264,4000k,slow,60
Animation_480P-70d4_crf_10_ss_00_t_20.0,libx265,1000k,veryslow,60
Animation_480P-08a5_crf_10_ss_00_t_20.0,libx265,4000k,medium,30
Animation_480P-35ee_crf_10_ss_00_t_20.0,libx265,2000k,medium,30
Animation_480P-6e23_crf_10_ss_00_t_20.0,libx265,2000k,medium,120
Animation_360P-3e52_crf_10_ss_00_t_20.0,libx264,500k,medium,120
Animation_360P-5de0_crf_10_ss_00_t_20.0,libx265,500k,medium,120
Animation_1080P-646f_crf_10_ss_00_t_20.0,libx264,500k,veryslow,30
Animation_360P-24d4_crf_10_ss_00_t_20.0,libx265,1000k,ultrafast,30
Animation_480P-52af_crf_10_ss_00_t_20.0,libx264,1000k,medium,60
Animation_720P-620f_crf_10_ss_00_t_20.0,libx265,1000k,ultrafast,60
Animation_1080P-4be3_crf_10_ss_00_t_20.0,libx265,1000k,medium,60
Animation_720P-2525_crf_10_ss_00_t_20.0,libx264,2000k,fast,30
Animation_720P-6372_crf_10_ss_00_t_20.0,libx265,1000k,fast,60
Animation_480P-4e36_crf_10_ss_00_t_20.0,libx264,1000k,slow,120
Animation_1080P-3dbf_crf_10_ss_00_t_20.0,libx265,2000k,fast,60
Animation_360P-08c9_crf_10_ss_00_t_20.0,libx265,500k,fast,60
Animation_720P-06a6_crf_10_ss_00_t_20.0,libx264,4000k,veryslow,60
Animation_480P-08a5_crf_10_ss_00_t_20.0,libx264,1000k,veryslow,120
Animation_1080P-21dd_crf_10_ss_00_t_20.0,libx264,4000k,ultrafast,120
Animation_1080P-209f_crf_10_ss_00_t_20.0,libx265,2000k,fast,30
Animation_1080P-2fff_crf_10_ss_00_t_20.0,libx264,500k,medium,60
Animation_360P-631c_crf_10_ss_00_t_20.0,libx265,4000k,slow,30
Animation_360P-08c9_crf_10_ss_00_t_20.0,libx265,4000k,slow,60
Animation_480P-08a5_crf_10_ss_00_t_20.0,libx265,4000k,slow,30
Animation_480P-4b86_crf_10_ss_00_t_20.0,libx264,4000k,veryslow,120
Animation_360P-3e40_crf_10_ss_00_t_20.0,libx265,2000k,slow,60
Animation_720P-3adc_crf_10_ss_00_t_20.0,libx264,500k,fast,60
Animation_1080P-646f_crf_10_ss_00_t_20.0,libx265,500k,veryslow,120
Animation_720P-13b7_crf_10_ss_00_t_20.0,libx264,4000k,ultrafast,120
Animation_480P-4e36_crf_10_ss_00_t_20.0,libx264,4000k,fast,120
Animation_480P-087e_crf_10_ss_00_t_20.0,libx265,500k,ultrafast,30
Animation_360P-794f_crf_10_ss_00_t_20.0,libx265,2000k,medium,120
Animation_720P-6372_crf_10_ss_00_t_20.0,libx264,500k,fast,120
Animation_480P-3fdf_crf_10_ss_00_t_20.0,libx264,1000k,ultrafast,60
Animation_720P-7b29_crf_10_ss_00_t_20.0,libx264,1000k,ultrafast,30
Animation_2160P-41dc_crf_10_ss_00_t_20.0,libx265,1000k,veryslow,120
Animation_720P-13b7_crf_10_ss_00_t_20.0,libx265,1000k,fast,60
Animation_480P-4e36_crf_10_ss_00_t_20.0,libx265,500k,veryslow,30
Animation_360P-3e52_crf_10_ss_00_t_20.0,libx264,500k,fast,60
Animation_720P-06a6_crf_10_ss_00_t_20.0,libx265,500k,slow,30
Animation_2160P-41dc_crf_10_ss_00_t_20.0,libx264,4000k,veryslow,30
Animation_360P-7856_crf_10_ss_00_t_20.0,libx264,1000k,medium,120
Animation_1080P-5dd8_crf_10_ss_00_t_20.0,libx264,500k,ultrafast,30
Animation_720P-620f_crf_10_ss_00_t_20.0,libx265,2000k,fast,30
Animation_480P-6ef6_crf_10_ss_00_t_20.0,libx264,4000k,ultrafast,120
Animation_720P-431c_crf_10_ss_00_t_20.0,libx264,2000k,fast,120
Animation_720P-620f_crf_10_ss_00_t_20.0,libx265,500k,slow,120
Animation_1080P-3d67_crf_10_ss_00_t_20.0,libx264,2000k,ultrafast,60
Animation_1080P-3e01_crf_10_ss_00_t_20.0,libx265,500k,slow,30
Animation_720P-431c_crf_10_ss_00_t_20.0,libx265,4000k,slow,120
Animation_1080P-4ea8_crf_10_ss_00_t_20.0,libx265,2000k,ultrafast,120
Animation_720P-41cf_crf_10_ss_00_t_20.0,libx265,1000k,medium,120
Animation_360P-47cc_crf_10_ss_00_t_20.0,libx265,2000k,ultrafast,120
Animation_480P-52af_crf_10_ss_00_t_20.0,libx264,500k,medium,120
Animation_720P-412a_crf_10_ss_00_t_20.0,libx265,1000k,medium,30
Animation_2160P-41dc_crf_10_ss_00_t_20.0,libx265,500k,fast,30
Animation_720P-41cf_crf_10_ss_00_t_20.0,libx264,4000k,medium,120
Animation_360P-08c9_crf_10_ss_00_t_20.0,libx265,1000k,medium,120
Animation_360P-7856_crf_10_ss_00_t_20.0,libx264,4000k,slow,120
Animation_720P-431c_crf_10_ss_00_t_20.0,libx265,4000k,medium,120
Animation_360P-47cc_crf_10_ss_00_t_20.0,libx265,2000k,fast,120
Animation_720P-620f_crf_10_ss_00_t_20.0,libx264,4000k,fast,60
Animation_720P-4268_crf_10_ss_00_t_20.0,libx264,2000k,fast,120
Animation_720P-7ff2_crf_10_ss_00_t_20.0,libx265,1000k,slow,30
Animation_1080P-4be3_crf_10_ss_00_t_20.0,libx265,2000k,fast,30
Animation_480P-073c_crf_10_ss_00_t_20.0,libx265,2000k,medium,120
Animation_480P-4b86_crf_10_ss_00_t_20.0,libx265,2000k,medium,30
Animation_720P-41cf_crf_10_ss_00_t_20.0,libx264,4000k,ultrafast,120
Animation_360P-3e52_crf_10_ss_00_t_20.0,libx264,1000k,medium,30
Animation_720P-431c_crf_10_ss_00_t_20.0,libx265,500k,slow,30
Animation_1080P-4214_crf_10_ss_00_t_20.0,libx264,1000k,fast,30
Animation_720P-41d6_crf_10_ss_00_t_20.0,libx265,1000k,slow,120
Animation_720P-13b7_crf_10_ss_00_t_20.0,libx265,1000k,fast,30
Animation_480P-08a5_crf_10_ss_00_t_20.0,libx264,1000k,ultrafast,30
Animation_1080P-5dd8_crf_10_ss_00_t_20.0,libx264,1000k,ultrafast,30
Animation_360P-08c9_crf_10_ss_00_t_20.0,libx265,2000k,fast,30
Animation_360P-47cc_crf_10_ss_00_t_20.0,libx265,4000k,medium,120
Animation_1080P-209f_crf_10_ss_00_t_20.0,libx265,500k,veryslow,60
Animation_360P-3e52_crf_10_ss_00_t_20.0,libx265,1000k,ultrafast,120
Animation_360P-4edc_crf_10_ss_00_t_20.0,libx264,500k,veryslow,60
Animation_480P-08a5_crf_10_ss_00_t_20.0,libx264,4000k,ultrafast,30
Animation_480P-0d04_crf_10_ss_00_t_20.0,libx264,500k,medium,120
Animation_360P-3e52_crf_10_ss_00_t_20.0,libx265,2000k,fast,120
Animation_360P-4edc_crf_10_ss_00_t_20.0,libx265,4000k,veryslow,120
Animation_480P-7ef2_crf_10_ss_00_t_20.0,libx264,4000k,ultrafast,30
Animation_720P-7e7d_crf_10_ss_00_t_20.0,libx265,2000k,fast,30
Animation_720P-1a6d_crf_10_ss_00_t_20.0,libx264,1000k,slow,60
Animation_480P-3fdf_crf_10_ss_00_t_20.0,libx264,4000k,medium,120
Animation_720P-620f_crf_10_ss_00_t_20.0,libx265,2000k,veryslow,60
Animation_480P-7ef2_crf_10_ss_00_t_20.0,libx265,2000k,slow,120
Animation_1080P-21dd_crf_10_ss_00_t_20.0,libx264,4000k,veryslow,120
Animation_360P-7856_crf_10_ss_00_t_20.0,libx264,1000k,medium,60
Animation_720P-7ff2_crf_10_ss_00_t_20.0,libx264,2000k,fast,30
Animation_480P-4e36_crf_10_ss_00_t_20.0,libx265,1000k,slow,60
Animation_1080P-58d3_crf_10_ss_00_t_20.0,libx264,2000k,veryslow,120
Animation_360P-4b4c_crf_10_ss_00_t_20.0,libx264,4000k,veryslow,60
Animation_720P-79ee_crf_10_ss_00_t_20.0,libx265,1000k,ultrafast,30
Animation_360P-7856_crf_10_ss_00_t_20.0,libx265,1000k,ultrafast,30
Animation_1080P-209f_crf_10_ss_00_t_20.0,libx264,2000k,ultrafast,60
Animation_360P-08c9_crf_10_ss_00_t_20.0,libx265,2000k,medium,60
Animation_360P-5712_crf_10_ss_00_t_20.0,libx265,4000k,ultrafast,30
Animation_720P-7b29_crf_10_ss_00_t_20.0,libx265,4000k,fast,60
Animation_1080P-58d3_crf_10_ss_00_t_20.0,libx265,1000k,veryslow,30
Animation_360P-08c9_crf_10_ss_00_t_20.0,libx264,2000k,veryslow,120
Animation_1080P-21dd_crf_10_ss_00_t_20.0,libx264,4000k,fast,30
Animation_720P-7e7d_crf_10_ss_00_t_20.0,libx264,1000k,medium,120
Animation_480P-046c_crf_10_ss_00_t_20.0,libx264,1000k,slow,30
Animation_720P-7b29_crf_10_ss_00_t_20.0,libx265,4000k,slow,120
Animation_480P-4e36_crf_10_ss_00_t_20.0,libx264,2000k,ultrafast,60
Animation_1080P-4ea8_crf_10_ss_00_t_20.0,libx264,1000k,medium,120
Animation_480P-6e23_crf_10_ss_00_t_20.0,libx265,4000k,ultrafast,60
Animation_720P-412a_crf_10_ss_00_t_20.0,libx265,1000k,ultrafast,60
Animation_360P-24d4_crf_10_ss_00_t_20.0,libx264,1000k,ultrafast,120
Animation_480P-3fdf_crf_10_ss_00_t_20.0,libx264,1000k,veryslow,120
Animation_480P-08a5_crf_10_ss_00_t_20.0,libx264,4000k,medium,30
Animation_2160P-6f3b_crf_10_ss_00_t_20.0,libx264,4000k,fast,60
Animation_720P-57d9_crf_10_ss_00_t_20.0,libx265,500k,medium,30
Animation_480P-35ee_crf_10_ss_00_t_20.0,libx264,500k,ultrafast,60
Animation_720P-620f_crf_10_ss_00_t_20.0,libx265,1000k,veryslow,30
Animation_720P-7b29_crf_10_ss_00_t_20.0,libx265,2000k,ultrafast,120
Animation_480P-4b86_crf_10_ss_00_t_20.0,libx264,4000k,slow,60
Animation_1080P-3e01_crf_10_ss_00_t_20.0,libx265,4000k,fast,30
Animation_360P-69e0_crf_10_ss_00_t_20.0,libx264,500k,medium,30
Animation_720P-41cf_crf_10_ss_00_t_20.0,libx264,2000k,slow,30
Animation_720P-13b7_crf_10_ss_00_t_20.0,libx265,500k,ultrafast,120
Animation_360P-69e0_crf_10_ss_00_t_20.0,libx264,500k,veryslow,60
Animation_360P-69e0_crf_10_ss_00_t_20.0,libx264,1000k,medium,120
Animation_720P-06a6_crf_10_ss_00_t_20.0,libx264,1000k,slow,120
Animation_1080P-4ea8_crf_10_ss_00_t_20.0,libx265,2000k,fast,120
Animation_480P-046c_crf_10_ss_00_t_20.0,libx265,4000k,fast,120
Animation_720P-0116_crf_10_ss_00_t_20.0,libx265,4000k,slow,30
Animation_1080P-209f_crf_10_ss_00_t_20.0,libx264,1000k,slow,120
Animation_360P-5de0_crf_10_ss_00_t_20.0,libx264,1000k,medium,120
Animation_480P-791b_crf_10_ss_00_t_20.0,libx264,2000k,slow,60
Animation_480P-4e36_crf_10_ss_00_t_20.0,libx265,4000k,fast,120
Animation_360P-24d4_crf_10_ss_00_t_20.0,libx264,4000k,ultrafast,120
Animation_1080P-5dd8_crf_10_ss_00_t_20.0,libx264,4000k,medium,120
Animation_720P-79ee_crf_10_ss_00_t_20.0,libx264,4000k,slow,120
Animation_480P-046c_crf_10_ss_00_t_20.0,libx265,4000k,fast,60
Animation_720P-7e7d_crf_10_ss_00_t_20.0,libx264,500k,medium,120
Animation_720P-06a6_crf_10_ss_00_t_20.0,libx265,4000k,medium,60
Animation_2160P-6f3b_crf_10_ss_00_t_20.0,libx265,500k,ultrafast,30
Animation_360P-3e40_crf_10_ss_00_t_20.0,libx265,2000k,ultrafast,60
Animation_480P-70d4_crf_10_ss_00_t_20.0,libx264,1000k,fast,30
Animation_1080P-3d67_crf_10_ss_00_t_20.0,libx264,1000k,fast,120
Animation_720P-2abf_crf_10_ss_00_t_20.0,libx264,500k,medium,30
Animation_1080P-2fff_crf_10_ss_00_t_20.0,libx265,1000k,ultrafast,120
Animation_2160P-6f3b_crf_10_ss_00_t_20.0,libx265,4000k,ultrafast,60
Animation_720P-412a_crf_10_ss_00_t_20.0,libx264,1000k,slow,120
Animation_1080P-58d3_crf_10_ss_00_t_20.0,libx265,1000k,ultrafast,120
Animation_360P-08c9_crf_10_ss_00_t_20.0,libx264,1000k,fast,120
Animation_1080P-21dd_crf_10_ss_00_t_20.0,libx264,1000k,veryslow,120
Animation_720P-41d6_crf_10_ss_00_t_20.0,libx264,2000k,slow,30
Animation_720P-7b29_crf_10_ss_00_t_20.0,libx264,4000k,ultrafast,60
Animation_360P-3e40_crf_10_ss_00_t_20.0,libx264,2000k,ultrafast,60
Animation_1080P-209f_crf_10_ss_00_t_20.0,libx265,1000k,fast,120
Animation_1080P-4be3_crf_10_ss_00_t_20.0,libx265,2000k,medium,30
Animation_480P-7a31_crf_10_ss_00_t_20.0,libx265,1000k,slow,120
Animation_720P-2525_crf_10_ss_00_t_20.0,libx264,1000k,fast,120
Animation_720P-01b3_crf_10_ss_00_t_20.0,libx264,1000k,slow,120
Animation_480P-52af_crf_10_ss_00_t_20.0,libx265,1000k,fast,60
Animation_480P-4b86_crf_10_ss_00_t_20.0,libx265,4000k,veryslow,60
Animation_360P-794f_crf_10_ss_00_t_20.0,libx264,2000k,veryslow,120
Animation_480P-6ef6_crf_10_ss_00_t_20.0,libx264,4000k,slow,120
Animation_480P-6ef6_crf_10_ss_00_t_20.0,libx265,1000k,ultrafast,120
Animation_360P-08c9_crf_10_ss_00_t_20.0,libx264,2000k,ultrafast,120
Animation_360P-794f_crf_10_ss_00_t_20.0,libx264,1000k,ultrafast,120
Animation_720P-6372_crf_10_ss_00_t_20.0,libx264,4000k,medium,120
Animation_360P-188f_crf_10_ss_00_t_20.0,libx264,1000k,fast,120
Animation_360P-4edc_crf_10_ss_00_t_20.0,libx264,500k,slow,120
Animation_480P-4e36_crf_10_ss_00_t_20.0,libx264,2000k,fast,120
Animation_360P-4edc_crf_10_ss_00_t_20.0,libx265,4000k,veryslow,60
Animation_480P-35ee_crf_10_ss_00_t_20.0,libx264,4000k,veryslow,120
Animation_720P-620f_crf_10_ss_00_t_20.0,libx264,4000k,slow,30
Animation_1080P-3d67_crf_10_ss_00_t_20.0,libx264,4000k,slow,30
Animation_720P-13b7_crf_10_ss_00_t_20.0,libx265,500k,ultrafast,60
Animation_360P-69e0_crf_10_ss_00_t_20.0,libx265,500k,veryslow,120
Animation_360P-69e0_crf_10_ss_00_t_20.0,libx264,500k,medium,60
Animation_480P-7a31_crf_10_ss_00_t_20.0,libx264,500k,medium,60
Animation_480P-4e36_crf_10_ss_00_t_20.0,libx264,500k,ultrafast,60
Animation_1080P-3d67_crf_10_ss_00_t_20.0,libx265,4000k,ultrafast,30
Animation_720P-79ee_crf_10_ss_00_t_20.0,libx264,500k,fast,60
Animation_1080P-4be3_crf_10_ss_00_t_20.0,libx264,2000k,medium,30
Animation_480P-52af_crf_10_ss_00_t_20.0,libx264,4000k,ultrafast,60
Animation_720P-620f_crf_10_ss_00_t_20.0,libx264,4000k,veryslow,30
Animation_360P-5de0_crf_10_ss_00_t_20.0,libx265,4000k,medium,30
Animation_360P-08c9_crf_10_ss_00_t_20.0,libx264,2000k,slow,30
Animation_720P-06a6_crf_10_ss_00_t_20.0,libx264,2000k,medium,60
Animation_480P-6e23_crf_10_ss_00_t_20.0,libx264,2000k,veryslow,30
Animation_1080P-3d67_crf_10_ss_00_t_20.0,libx264,500k,slow,120
Animation_360P-47cc_crf_10_ss_00_t_20.0,libx265,500k,veryslow,60
Animation_480P-70d4_crf_10_ss_00_t_20.0,libx265,4000k,ultrafast,30
Animation_480P-087e_crf_10_ss_00_t_20.0,libx264,500k,ultrafast,120
Animation_360P-188f_crf_10_ss_00_t_20.0,libx265,4000k,medium,30
Animation_720P-57d9_crf_10_ss_00_t_20.0,libx264,4000k,fast,60
Animation_480P-7ef2_crf_10_ss_00_t_20.0,libx265,1000k,medium,60
Animation_1080P-4214_crf_10_ss_00_t_20.0,libx265,2000k,ultrafast,120
Animation_360P-08c9_crf_10_ss_00_t_20.0,libx264,4000k,veryslow,60
Animation_1080P-2fff_crf_10_ss_00_t_20.0,libx265,4000k,slow,120
Animation_1080P-4214_crf_10_ss_00_t_20.0,libx264,500k,veryslow,30
Animation_480P-7ef2_crf_10_ss_00_t_20.0,libx265,4000k,veryslow,30
Animation_480P-6ef6_crf_10_ss_00_t_20.0,libx265,2000k,fast,60
Animation_1080P-58d3_crf_10_ss_00_t_20.0,libx265,2000k,veryslow,30
Animation_480P-0d04_crf_10_ss_00_t_20.0,libx265,1000k,medium,120
Animation_360P-69e0_crf_10_ss_00_t_20.0,libx264,500k,medium,120
Animation_720P-2abf_crf_10_ss_00_t_20.0,libx264,500k,ultrafast,60
Animation_360P-794f_crf_10_ss_00_t_20.0,libx265,1000k,fast,60
Animation_360P-08c9_crf_10_ss_00_t_20.0,libx265,4000k,medium,60
Animation_1080P-646f_crf_10_ss_00_t_20.0,libx265,4000k,veryslow,60
Animation_360P-631c_crf_10_ss_00_t_20.0,libx265,4000k,medium,120
Animation_360P-69e0_crf_10_ss_00_t_20.0,libx264,4000k,slow,120
Animation_720P-06a6_crf_10_ss_00_t_20.0,libx264,500k,slow,30
Animation_720P-01b3_crf_10_ss_00_t_20.0,libx265,4000k,slow,30
Animation_480P-6e23_crf_10_ss_00_t_20.0,libx265,500k,medium,30
Animation_480P-3fdf_crf_10_ss_00_t_20.0,libx265,1000k,slow,30
Animation_360P-3e40_crf_10_ss_00_t_20.0,libx265,4000k,ultrafast,60
Animation_480P-0d04_crf_10_ss_00_t_20.0,libx264,1000k,medium,60
Animation_720P-620f_crf_10_ss_00_t_20.0,libx265,4000k,veryslow,120
Animation_720P-7b29_crf_10_ss_00_t_20.0,libx265,4000k,fast,30
Animation_360P-69e0_crf_10_ss_00_t_20.0,libx264,2000k,veryslow,120
Animation_720P-41d6_crf_10_ss_00_t_20.0,libx264,1000k,slow,30
Animation_1080P-2fff_crf_10_ss_00_t_20.0,libx264,2000k,slow,120
Animation_1080P-5dd8_crf_10_ss_00_t_20.0,libx264,500k,fast,30
Animation_1080P-21dd_crf_10_ss_00_t_20.0,libx264,2000k,medium,60
Animation_480P-791b_crf_10_ss_00_t_20.0,libx265,1000k,fast,60
Animation_1080P-4be3_crf_10_ss_00_t_20.0,libx265,2000k,slow,120
Animation_2160P-6f3b_crf_10_ss_00_t_20.0,libx264,4000k,fast,30
Animation_360P-188f_crf_10_ss_00_t_20.0,libx264,2000k,fast,60
Animation_720P-620f_crf_10_ss_00_t_20.0,libx265,2000k,slow,60
Animation_480P-7a31_crf_10_ss_00_t_20.0,libx264,2000k,fast,30
Animation_720P-57d9_crf_10_ss_00_t_20.0,libx264,4000k,ultrafast,30
Animation_720P-0116_crf_10_ss_00_t_20.0,libx265,500k,fast,60
Animation_720P-7e7d_crf_10_ss_00_t_20.0,libx265,1000k,ultrafast,30
Animation_720P-01b3_crf_10_ss_00_t_20.0,libx265,4000k,medium,120
Animation_1080P-3d67_crf_10_ss_00_t_20.0,libx264,4000k,medium,120
Animation_480P-4e36_crf_10_ss_00_t_20.0,libx265,1000k,fast,120
Animation_1080P-3d67_crf_10_ss_00_t_20.0,libx265,2000k,fast,30
Animation_480P-3fdf_crf_10_ss_00_t_20.0,libx264,2000k,medium,30
Animation_720P-412a_crf_10_ss_00_t_20.0,libx264,2000k,veryslow,120
Animation_1080P-58d3_crf_10_ss_00_t_20.0,libx265,500k,ultrafast,60
Animation_1080P-3dbf_crf_10_ss_00_t_20.0,libx265,2000k,medium,30
Animation_360P-24d4_crf_10_ss_00_t_20.0,libx264,2000k,slow,60
Animation_480P-4e36_crf_10_ss_00_t_20.0,libx265,500k,veryslow,60
Animation_720P-3adc_crf_10_ss_00_t_20.0,libx264,2000k,slow,30
Animation_360P-4b4c_crf_10_ss_00_t_20.0,libx264,4000k,fast,60
Animation_1080P-4be3_crf_10_ss_00_t_20.0,libx264,4000k,fast,60
Animation_480P-073c_crf_10_ss_00_t_20.0,libx265,2000k,veryslow,120
Animation_1080P-3d67_crf_10_ss_00_t_20.0,libx264,4000k,slow,60
Animation_480P-0d04_crf_10_ss_00_t_20.0,libx265,1000k,ultrafast,30
Animation_720P-2abf_crf_10_ss_00_t_20.0,libx265,2000k,fast,120
Animation_720P-3adc_crf_10_ss_00_t_20.0,libx264,1000k,slow,30
Animation_720P-4268_crf_10_ss_00_t_20.0,libx264,4000k,fast,120
Animation_480P-046c_crf_10_ss_00_t_20.0,libx265,500k,fast,60
Animation_720P-3adc_crf_10_ss_00_t_20.0,libx265,500k,fast,60
Animation_2160P-6f3b_crf_10_ss_00_t_20.0,libx264,4000k,medium,30
